10 208.2169 369.9224  679.8331  997.5587 1257.938 1695.291
15 267.0786 472.5953  868.6017 1281.6636 1615.224 2187.845
20 324.6161 584.7832 1069.4388 1585.4947 1984.896 2686.838
25 379.4717 686.3363 1267.5077 1879.3398 2354.415 3205.854
30 436.6736 788.3185 1465.6737 2175.0570 2721.611 3689.741
