20 312.2996 602.7070 1186.860 1812.176 2259.394 3116.512
25 300.7097 585.7627 1111.431 1674.574 2097.766 2884.294
30 303.2376 571.0377 1055.570 1595.352 2000.210 2694.740
35 310.9984 561.6918 1042.043 1522.058 1934.717 2572.348
40 327.3398 564.6445 1026.582 1503.263 1888.512 2537.151
45 343.6696 581.3036 1024.436 1496.633 1867.965 2528.164
50 364.2249 595.5906 1044.556 1482.703 1859.152 2518.585
